700273,2084,6154,1/21/2022
700274,2646,6509,1/25/2022
700275,2572,6779,1/19/2022
700276,2706,6055,1/3/2022
700277,2799,6918,1/1/2022
700278,2962,6865,1/29/2022
700279,2737,6706,1/15/2022
700280,2214,6341,1/24/2022
700281,2443,6964,1/6/2022
700282,2194,6048,1/6/2022
700283,2954,6085,1/11/2022
700284,2417,6220,1/29/2022
700285,2578,6855,1/5/2022
700286,2781,6303,1/27/2022
700287,2710,6364,1/17/2022
700288,2305,6534,1/5/2022
700289,2744,6099,1/14/2022
700290,2495,6961,1/22/2022
700291,2493,6533,1/5/2022
700292,2904,6341,1/28/2022
700293,2162,6589,1/28/2022
700294,2114,6013,1/1/2022
700295,2889,6767,1/6/2022
700296,2066,6482,1/11/2022
700297,2575,6660,1/20/2022
700298,2207,6519,1/8/2022
700299,2984,6076,1/21/2022
700300,2140,6448,1/18/2022
700301,2224,6217,1/14/2022
700302,2094,6464,1/10/2022
700303,2490,6652,1/9/2022
700304,2987,6045,1/27/2022
700305,2902,6109,1/29/2022
700306,2264,6484,1/17/2022
700307,2713,6879,1/10/2022
700308,2765,6421,1/10/2022
700309,2482,6992,1/14/2022
700310,2914,6041,1/11/2022
700311,2954,6751,1/21/2022
700312,2210,6059,1/13/2022
700313,2828,6344,1/1/2022
700314,2274,6632,1/5/2022
700315,2935,6038,1/28/2022
700316,2003,6816,1/9/2022
700317,2825,6974,1/20/2022
700318,2560,6508,1/6/2022
700319,2515,6553,1/26/2022
700320,2262,6889,1/6/2022
700321,2386,6188,1/24/2022
700322,2552,6781,1/27/2022
700323,2732,6053,1/12/2022
700324,2603,6439,1/24/2022
700325,2597,6679,1/18/2022
700326,2575,6576,1/6/2022
700327,2538,6810,1/26/2022
700328,2388,6229,1/2/2022
700329,2162,6784,1/28/2022
700330,2905,6997,1/23/2022
700331,2915,6010,1/10/2022
700332,2908,6032,1/9/2022
700333,2646,6866,1/3/2022
700334,2081,6533,1/10/2022
700335,2412,6175,1/23/2022
700336,2990,6901,1/30/2022
700337,2780,6533,1/12/2022
700338,2626,6596,1/16/2022
700339,2045,6935,1/29/2022
700340,2202,6454,1/24/2022
700341,2512,6068,1/1/2022
700342,2153,6874,1/18/2022
700343,2820,6490,1/23/2022
700344,2759,6701,1/2/2022
700345,2171,6454,1/22/2022
700346,2499,6024,1/23/2022
700347,2095,6409,1/23/2022
700348,2961,6124,1/28/2022
700349,2429,6764,1/24/2022
700350,2323,6138,1/12/2022
700351,2823,6273,1/8/2022
700352,2808,6320,1/29/2022
700353,2162,6028,1/15/2022
700354,2356,6052,1/8/2022
700355,2076,6049,1/20/2022
700356,2581,6275,1/8/2022
700357,2446,6151,1/27/2022
700358,2128,6928,1/21/2022
700359,2812,6440,1/15/2022
700360,2750,6041,1/6/2022
700361,2185,6960,1/17/2022
700362,2414,6039,1/15/2022
700363,2744,6857,1/18/2022
700364,2233,6882,1/30/2022
700365,2657,6948,1/28/2022
700366,2275,6177,1/20/2022
700367,2562,6498,1/8/2022
700368,2364,6529,1/16/2022
700369,2961,6914,1/9/2022
700370,2206,6299,1/4/2022
700371,2165,6720,1/10/2022
700372,2704,6086,1/15/2022
700373,2465,6174,1/8/2022
700374,2986,6170,1/7/2022
700375,2553,6400,1/10/2022
700376,2508,6725,1/10/2022
700377,2695,6024,1/2/2022
700378,2947,6258,1/3/2022
700379,2451,6338,1/11/2022
700380,2137,6955,1/20/2022
700381,2506,6572,1/19/2022
700382,2576,6934,1/19/2022
700383,2470,6196,1/29/2022
700384,2141,6298,1/8/2022
700385,2318,6902,1/6/2022
700386,2833,6182,1/25/2022
700387,2976,6306,1/12/2022
700388,2631,6708,1/20/2022
700389,2699,6055,1/14/2022
700390,2893,6868,1/5/2022
700391,2382,6877,1/29/2022
700392,2559,6749,1/27/2022
700393,2884,6648,1/21/2022
700394,2253,6522,1/17/2022
700395,2467,6378,1/6/2022
700396,2909,6079,1/30/2022
700397,2627,6018,1/3/2022
700398,2618,6144,1/27/2022
700399,2951,6132,1/4/2022
700400,2876,6770,1/7/2022
700401,2988,6437,1/22/2022
700402,2307,6110,1/29/2022
700403,2285,6048,1/27/2022
700404,2668,6009,1/10/2022
700405,2787,6138,1/10/2022
700406,2891,6217,1/21/2022
700407,2820,6120,1/14/2022
700408,2470,6429,1/1/2022
700409,2936,6399,1/1/2022
700410,2100,6775,1/25/2022
700411,2832,6737,1/3/2022
700412,2674,6924,1/29/2022
700413,2931,6934,1/4/2022
700414,2955,6893,1/2/2022
700415,2037,6392,1/9/2022
700416,2745,6005,1/28/2022
700417,2576,6333,1/30/2022
700418,2777,6361,1/25/2022
700419,2785,6698,1/14/2022
700420,2663,6669,1/20/2022
700421,2307,6379,1/22/2022
700422,2905,6048,1/24/2022
700423,2300,6826,1/16/2022
700424,2785,6889,1/9/2022
700425,2265,6414,1/14/2022
700426,2882,6584,1/15/2022
700427,2357,6828,1/2/2022
700428,2126,6888,1/6/2022
700429,2993,6531,1/23/2022
700430,2810,6018,1/12/2022
700431,2364,6643,1/4/2022
700432,2176,6970,1/8/2022
700433,2683,6188,1/7/2022
700434,2513,6573,1/28/2022
700435,2654,6165,1/9/2022
700436,2432,6164,1/7/2022
700437,2395,6867,1/23/2022
700438,2006,6755,1/17/2022
700439,2339,6975,1/29/2022
700440,2845,6971,1/3/2022
700441,2912,6880,1/4/2022
700442,2310,6677,1/18/2022
700443,2523,6293,1/27/2022
700444,2089,6248,1/17/2022
700445,2922,6543,1/9/2022
700446,2353,6028,1/14/2022
700447,2879,6402,1/22/2022
700448,2029,6667,1/12/2022
700449,2065,6726,1/8/2022
700450,2261,6728,1/18/2022
700451,2122,6709,1/12/2022
700452,2173,6790,1/5/2022
700453,2936,6243,1/3/2022
700454,2589,6193,1/5/2022
700455,2658,6511,1/11/2022
700456,2103,6733,1/1/2022
700457,2176,6073,1/13/2022
700458,2199,6087,1/8/2022
700459,2807,6155,1/20/2022
700460,2260,6179,1/4/2022
700461,2591,6441,1/27/2022
700462,2572,6962,1/24/2022
700463,2877,6313,1/1/2022
700464,2846,6958,1/23/2022
700465,2233,6496,1/10/2022
700466,2047,6277,1/8/2022
700467,2219,6086,1/30/2022
700468,2745,6755,1/20/2022
700469,2074,6131,1/7/2022
700470,2216,6435,1/5/2022
700471,2935,6270,1/1/2022
700472,2539,6191,1/3/2022
700473,2667,6979,1/3/2022
700474,2679,6741,1/12/2022
700475,2506,6270,1/8/2022
700476,2703,6981,1/22/2022
700477,2545,6332,1/1/2022
700478,2502,6399,1/28/2022
700479,2677,6840,1/23/2022
700480,2888,6782,1/18/2022
700481,2012,6442,1/11/2022
700482,2308,6054,1/23/2022
700483,2778,6974,1/18/2022
700484,2931,6852,1/15/2022
700485,2855,6002,1/24/2022
700486,2206,6335,1/12/2022
700487,2876,6195,1/24/2022
700488,2429,6127,1/3/2022
700489,2990,6929,1/6/2022
700490,2093,6717,1/13/2022
700491,2641,6629,1/23/2022
700492,2614,6614,1/19/2022
700493,2714,6045,1/9/2022
700494,2050,6463,1/8/2022
700495,2393,6864,1/28/2022
700496,2542,6965,1/12/2022
700497,2891,6905,1/13/2022
700498,2889,6957,1/20/2022
700499,2797,6143,1/5/2022
700500,2571,6760,1/10/2022
700501,2749,6032,1/16/2022
700502,2434,6224,1/20/2022
700503,2552,6876,1/18/2022
700504,2977,6965,1/12/2022
700505,2852,6636,1/1/2022
700506,2975,6261,1/13/2022
700507,2208,6681,1/16/2022
700508,2470,6352,1/26/2022
700509,2030,6898,1/26/2022
700510,2445,6899,1/2/2022
700511,2907,6377,1/6/2022
700512,2163,6693,1/27/2022
700513,2346,6649,1/15/2022
700514,2495,6972,1/11/2022
700515,2912,6531,1/8/2022
700516,2162,6868,1/10/2022
700517,2000,6724,1/8/2022
700518,2471,6000,1/14/2022
700519,2342,6843,1/24/2022
700520,2972,6533,1/28/2022
700521,2144,6856,1/23/2022
700522,2324,6181,1/12/2022
700523,2251,6645,1/11/2022
700524,2137,6879,1/10/2022
700525,2399,6611,1/12/2022
700526,2258,6736,1/24/2022
700527,2817,6587,1/28/2022
700528,2767,6988,1/26/2022
700529,2529,6666,1/9/2022
700530,2698,6625,1/22/2022
700531,2411,6521,1/13/2022
700532,2033,6969,1/24/2022
700533,2151,6072,1/3/2022
700534,2844,6060,1/27/2022
700535,2209,6763,1/27/2022
700536,2263,6889,1/3/2022
700537,2140,6113,1/17/2022
700538,2811,6441,1/11/2022
700539,2764,6370,1/30/2022
700540,2031,6988,1/22/2022
700541,2356,6570,1/6/2022
700542,2872,6539,1/13/2022
700543,2756,6501,1/5/2022
700544,2873,6882,1/27/2022
700545,2538,6995,1/3/2022
700546,2921,6983,1/11/2022
700547,2840,6762,1/17/2022
700548,2552,6489,1/14/2022
700549,2283,6039,1/5/2022
700550,2098,6508,1/16/2022
700551,2572,6292,1/10/2022
700552,2641,6962,1/3/2022
700553,2223,6005,1/24/2022
700554,2460,6973,1/10/2022
700555,2934,6493,1/12/2022
700556,2184,6170,1/24/2022
700557,2335,6384,1/10/2022
700558,2459,6853,1/12/2022
700559,2208,6459,1/20/2022
700560,2921,6507,1/6/2022
700561,2348,6095,1/27/2022
700562,2481,6796,1/30/2022
700563,2803,6916,1/9/2022
700564,2312,6744,1/20/2022
700565,2915,6256,1/18/2022
700566,2538,6867,1/2/2022
700567,2985,6303,1/29/2022
700568,2147,6104,1/21/2022
700569,2950,6394,1/17/2022
700570,2706,6390,1/22/2022
700571,2821,6085,1/11/2022
700572,2945,6105,1/22/2022
700573,2045,6823,1/2/2022
700574,2034,6361,1/13/2022
700575,2154,6523,1/22/2022
700576,2815,6490,1/13/2022
700577,2435,6529,1/2/2022
700578,2220,6330,1/19/2022
700579,2935,6758,1/10/2022
700580,2565,6414,1/23/2022
700581,2114,6471,1/29/2022
700582,2963,6674,1/29/2022
700583,2106,6343,1/9/2022
700584,2968,6756,1/15/2022
700585,2515,6524,1/15/2022
700586,2626,6158,1/4/2022
700587,2967,6151,1/10/2022
700588,2421,6059,1/7/2022
700589,2201,6072,1/11/2022
700590,2653,6377,1/28/2022
700591,2422,6249,1/14/2022
700592,2192,6505,1/23/2022
700593,2489,6357,1/16/2022
700594,2491,6119,1/15/2022
700595,2708,6339,1/25/2022
700596,2715,6340,1/7/2022
700597,2118,6282,1/3/2022
700598,2713,6344,1/15/2022
700599,2880,6582,1/26/2022
700600,2990,6836,1/15/2022
700601,2696,6312,1/28/2022
700602,2200,6819,1/8/2022
700603,2169,6248,1/2/2022
700604,2372,6593,1/23/2022
700605,2546,6260,1/10/2022
700606,2234,6906,1/17/2022
700607,2756,6283,1/6/2022
700608,2033,6196,1/30/2022
700609,2986,6131,1/1/2022
700610,2248,6702,1/13/2022
700611,2504,6381,1/1/2022
700612,2256,6309,1/26/2022
700613,2024,6362,1/22/2022
700614,2770,6649,1/20/2022
700615,2159,6863,1/29/2022
700616,2702,6237,1/5/2022
700617,2940,6932,1/19/2022
700618,2818,6119,1/4/2022
700619,2020,6653,1/17/2022
700620,2737,6898,1/9/2022
700621,2947,6453,1/8/2022
700622,2747,6339,1/22/2022
700623,2766,6952,1/3/2022
700624,2036,6686,1/27/2022
700625,2340,6572,1/30/2022
700626,2061,6715,1/3/2022
700627,2513,6203,1/16/2022
700628,2802,6805,1/13/2022
700629,2690,6582,1/25/2022
700630,2655,6079,1/8/2022
700631,2317,6983,1/27/2022
700632,2733,6434,1/26/2022
700633,2141,6829,1/17/2022
700634,2223,6981,1/5/2022
700635,2903,6002,1/11/2022
700636,2655,6585,1/20/2022
700637,2327,6547,1/1/2022
700638,2329,6533,1/21/2022
700639,2543,6681,1/19/2022
700640,2359,6701,1/3/2022
700641,2486,6644,1/10/2022
700642,2115,6005,1/3/2022
700643,2241,6591,1/16/2022
700644,2571,6091,1/19/2022
700645,2043,6543,1/26/2022
700646,2389,6072,1/15/2022
700647,2001,6837,1/15/2022
700648,2209,6618,1/24/2022
700649,2942,6951,1/8/2022
700650,2524,6272,1/1/2022
700651,2020,6280,1/19/2022
700652,2913,6517,1/21/2022
700653,2009,6668,1/11/2022
700654,2884,6952,1/23/2022
700655,2479,6979,1/30/2022
700656,2755,6360,1/11/2022
700657,2616,6277,1/16/2022
700658,2554,6622,1/20/2022
700659,2479,6828,1/17/2022
700660,2842,6991,1/2/2022
700661,2932,6771,1/9/2022
700662,2735,6940,1/12/2022
700663,2653,6818,1/27/2022
700664,2990,6724,1/21/2022
700665,2014,6838,1/18/2022
700666,2549,6488,1/25/2022
700667,2788,6347,1/17/2022
700668,2907,6685,1/4/2022
700669,2779,6679,1/10/2022
700670,2110,6081,1/25/2022
700671,2440,6593,1/9/2022
700672,2220,6016,1/3/2022
700673,2492,6725,1/12/2022
700674,2207,6163,1/21/2022
700675,2099,6598,1/4/2022
700676,2304,6631,1/6/2022
700677,2833,6777,1/12/2022
700678,2024,6449,1/13/2022
700679,2464,6636,1/16/2022
700680,2590,6718,1/17/2022
700681,2512,6767,1/7/2022
700682,2864,6681,1/16/2022
700683,2648,6394,1/8/2022
700684,2917,6200,1/27/2022
700685,2852,6762,1/26/2022
700686,2149,6578,1/1/2022
700687,2045,6614,1/21/2022
700688,2218,6794,1/25/2022
700689,2184,6649,1/28/2022
700690,2411,6978,1/7/2022
700691,2892,6860,1/6/2022
700692,2277,6119,1/25/2022
700693,2735,6519,1/29/2022
700694,2622,6836,1/13/2022
700695,2840,6984,1/9/2022
700696,2043,6196,1/3/2022
700697,2768,6941,1/7/2022
700698,2347,6579,1/6/2022
700699,2465,6442,1/12/2022
700700,2601,6619,1/12/2022
700701,2473,6267,1/11/2022
700702,2476,6455,1/4/2022
700703,2287,6683,1/12/2022
700704,2221,6833,1/15/2022
700705,2871,6202,1/25/2022
700706,2970,6897,1/7/2022
700707,2078,6826,1/23/2022
700708,2934,6289,1/13/2022
700709,2726,6172,1/11/2022
700710,2199,6398,1/13/2022
700711,2491,6928,1/5/2022
700712,2950,6384,1/15/2022
700713,2771,6685,1/24/2022
700714,2024,6118,1/24/2022
700715,2907,6706,1/9/2022
700716,2847,6345,1/22/2022
700717,2533,6885,1/28/2022
700718,2957,6162,1/21/2022
700719,2571,6424,1/11/2022
700720,2741,6324,1/29/2022
700721,2772,6741,1/25/2022
700722,2361,6328,1/28/2022
700723,2323,6290,1/15/2022
700724,2354,6427,1/10/2022
700725,2434,6342,1/5/2022
700726,2950,6738,1/20/2022
700727,2563,6054,1/11/2022
700728,2650,6452,1/14/2022
700729,2013,6187,1/11/2022
700730,2494,6614,1/29/2022
700731,2745,6673,1/13/2022
700732,2705,6069,1/1/2022
700733,2829,6198,1/3/2022
700734,2371,6417,1/28/2022
700735,2642,6876,1/10/2022
700736,2230,6710,1/19/2022
700737,2483,6168,1/7/2022
700738,2292,6149,1/20/2022
700739,2926,6544,1/20/2022
700740,2318,6033,1/6/2022
700741,2159,6176,1/5/2022
700742,2920,6130,1/10/2022
700743,2562,6280,1/8/2022
700744,2802,6323,1/19/2022
700745,2053,6987,1/16/2022
700746,2748,6837,1/10/2022
700747,2718,6845,1/24/2022
700748,2791,6200,1/18/2022
700749,2922,6883,1/17/2022
700750,2284,6334,1/25/2022
700751,2056,6537,1/25/2022
700752,2255,6975,1/24/2022
700753,2885,6151,1/26/2022
700754,2633,6060,1/30/2022
700755,2966,6950,1/12/2022
700756,2181,6572,1/9/2022
700757,2602,6055,1/24/2022
700758,2219,6871,1/12/2022
700759,2316,6699,1/30/2022
700760,2650,6539,1/1/2022
700761,2570,6828,1/24/2022
700762,2179,6726,1/3/2022
700763,2554,6156,1/16/2022
700764,2559,6175,1/20/2022
700765,2723,6601,1/11/2022
700766,2646,6568,1/11/2022
700767,2301,6368,1/13/2022
700768,2320,6355,1/13/2022
700769,2266,6998,1/21/2022
700770,2431,6407,1/23/2022
700771,2833,6476,1/10/2022
700772,2130,6483,1/12/2022
700773,2409,6714,1/5/2022
700774,2459,6475,1/7/2022
700775,2753,6608,1/4/2022
700776,2157,6767,1/26/2022
700777,2396,6601,1/12/2022
700778,2233,6873,1/28/2022
700779,2835,6491,1/19/2022
700780,2889,6121,1/13/2022
700781,2022,6876,1/2/2022
700782,2147,6550,1/10/2022
700783,2849,6491,1/10/2022
700784,2077,6616,1/23/2022
700785,2576,6206,1/23/2022
700786,2167,6526,1/23/2022
700787,2099,6608,1/23/2022
700788,2622,6201,1/17/2022
700789,2801,6831,1/2/2022
700790,2205,6985,1/4/2022
700791,2315,6018,1/13/2022
700792,2349,6129,1/14/2022
700793,2653,6059,1/13/2022
700794,2911,6725,1/10/2022
700795,2151,6605,1/1/2022
700796,2556,6607,1/5/2022
700797,2553,6891,1/21/2022
700798,2993,6927,1/20/2022
700799,2938,6834,1/23/2022
700800,2554,6029,1/1/2022
700801,2913,6269,1/20/2022
700802,2549,6470,1/13/2022
700803,2123,6340,1/29/2022
700804,2191,6090,1/19/2022
700805,2298,6165,1/15/2022
700806,2175,6908,1/10/2022
700807,2902,6521,1/23/2022
700808,2431,6362,1/21/2022
700809,2377,6919,1/25/2022
700810,2212,6235,1/27/2022
700811,2915,6979,1/10/2022
700812,2242,6363,1/21/2022
700813,2754,6495,1/6/2022
700814,2689,6893,1/18/2022
700815,2098,6224,1/7/2022
700816,2775,6033,1/15/2022
700817,2136,6066,1/5/2022
700818,2956,6656,1/4/2022
700819,2324,6343,1/24/2022
700820,2334,6555,1/6/2022
700821,2774,6963,1/22/2022
700822,2916,6641,1/23/2022
700823,2963,6491,1/4/2022
700824,2291,6358,1/12/2022
700825,2150,6672,1/29/2022
700826,2435,6818,1/17/2022
700827,2206,6914,1/12/2022
700828,2352,6690,1/6/2022
700829,2782,6474,1/17/2022
700830,2606,6503,1/23/2022
700831,2678,6124,1/26/2022
700832,2487,6320,1/18/2022
700833,2243,6279,1/3/2022
700834,2711,6115,1/27/2022
700835,2483,6430,1/10/2022
700836,2313,6488,1/3/2022
700837,2347,6471,1/19/2022
700838,2702,6832,1/7/2022
700839,2783,6598,1/24/2022
700840,2155,6945,1/12/2022
700841,2599,6303,1/27/2022
700842,2495,6329,1/9/2022
700843,2659,6660,1/29/2022
700844,2301,6232,1/28/2022
700845,2523,6001,1/27/2022
700846,2806,6421,1/27/2022
700847,2167,6777,1/21/2022
700848,2753,6097,1/1/2022
700849,2779,6256,1/27/2022
700850,2633,6823,1/8/2022
700851,2874,6665,1/8/2022
700852,2240,6796,1/18/2022
700853,2420,6389,1/3/2022
700854,2153,6973,1/10/2022
700855,2111,6755,1/9/2022
700856,2205,6106,1/6/2022
700857,2533,6370,1/12/2022
700858,2738,6262,1/19/2022
700859,2251,6118,1/17/2022
700860,2278,6582,1/4/2022
700861,2120,6761,1/12/2022
700862,2627,6002,1/18/2022
700863,2261,6674,1/3/2022
700864,2318,6266,1/29/2022
700865,2462,6785,1/12/2022
700866,2056,6213,1/22/2022
700867,2123,6335,1/7/2022
700868,2908,6649,1/17/2022
700869,2451,6303,1/19/2022
700870,2067,6466,1/27/2022
700871,2658,6600,1/13/2022
700872,2345,6384,1/13/2022
700873,2710,6127,1/24/2022
700874,2590,6655,1/8/2022
